"STATION","NAME","DATE","AWND","PGTM","PRCP","SNOW","SNWD","TAVG","TMAX","TMIN","WDF2","WDF5","WSF2","WSF5","WT01","WT02","WT03","WT06","WT08"
"USW00094728","NY CITY CENTRAL PARK, NY US","2024-06-17","2.91",,"0.00","0.0","0.0",,"83","65","  220","  120","8.9","19.0",,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2024-06-18","3.13",,"0.00","0.0","0.0",,"86","71","  140","  200","8.9","19.0",,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2024-06-19","2.46",,"0.00","0.0","0.0",,"89","72","  220","  200","8.9","19.0",,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2024-06-20","3.36",,"0.00","0.0","0.0",,"91","72","  210","  230","8.9","17.0",,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2024-06-21","3.58",,"0.00","0.0","0.0",,"94","76","   60","   60","16.1","25.9",,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2024-06-22","0.89",,"0.11","0.0","0.0",,"93","75","  340","  340","10.1","18.1","    1",,"    1",,"    1"
"USW00094728","NY CITY CENTRAL PARK, NY US","2024-06-23",,,"0.00","0.0","0.0",,"92","73","  240","  260","12.1","29.1",,,,,"    1"
"USW00094728","NY CITY CENTRAL PARK, NY US","2024-06-24",,,"0.00","0.0","0.0",,"80","72","  300","  300","19.9","35.1",,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2024-06-25","4.25",,"0.00","0.0","0.0",,"90","69","  310","  270","13.0","21.9",,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2024-06-26","4.03",,"0.08","0.0","0.0",,"93","70","  290","  290","21.0","46.1","    1",,"    1",,
"USW00094728","NY CITY CENTRAL PARK, NY US","2024-06-27","5.82",,"0.23","0.0","0.0",,"84","67","  300","  320","13.0","21.9","    1",,"    1",,
"USW00094728","NY CITY CENTRAL PARK, NY US","2024-06-28","3.58",,"0.00","0.0","0.0",,"79","64","   60","  130","12.1","19.9",,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2024-06-29","4.25",,"0.06","0.0","0.0",,"79","66","  180","  220","13.0","25.9","    1",,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2024-06-30","4.92",,"0.18","0.0","0.0",,"85","70","  300","  310","15.0","23.0","    1",,"    1",,"    1"
"USW00094728","NY CITY CENTRAL PARK, NY US","2024-07-01","6.04",,"0.00","0.0","0.0",,"81","64","   40","   20","15.0","28.0",,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2024-07-02","3.13",,"0.00","0.0","0.0",,"86","66","   50","   50","8.9","17.0",,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2024-07-03","3.80",,"0.00","0.0","0.0",,"83","69","  200","  200","10.1","23.9",,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2024-07-04","2.91",,"0.04","0.0","0.0",,"89","70","  130","  210","8.9","18.1","    1","    1",,,"    1"
"USW00094728","NY CITY CENTRAL PARK, NY US","2024-07-05","1.57",,"0.10","0.0","0.0",,"90","74","  150","  130","10.1","19.9","    1","    1","    1",,"    1"
"USW00094728","NY CITY CENTRAL PARK, NY US","2024-07-06","1.34",,"0.05","0.0","0.0",,"92","73","  140","  120","10.1","18.1","    1",,"    1",,
"USW00094728","NY CITY CENTRAL PARK, NY US","2024-07-07","4.03",,"0.00","0.0","0.0",,"93","79","   50","  360","8.9","16.1",,,,,"    1"
"USW00094728","NY CITY CENTRAL PARK, NY US","2024-07-08","2.01",,"0.00","0.0","0.0",,"95","77","   70","  180","8.9","15.0",,,,,"    1"
"USW00094728","NY CITY CENTRAL PARK, NY US","2024-07-09","2.24",,"0.00","0.0","0.0",,"89","75","  230","  170","8.9","19.0","    1",,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2024-07-10","3.13",,"0.00","0.0","0.0",,"91","78","  180","  180","13.0","29.1",,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2024-07-11","4.70",,"0.11","0.0","0.0",,"89","75","  230","  230","14.1","23.9","    1",,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2024-07-12","1.34",,"0.06","0.0","0.0",,"84","72","  210","  190","8.1","15.0","    1",,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2024-07-13","1.57",,"2.06","0.0","0.0",,"87","72","  130","  230","8.1","14.1","    1","    1",,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2024-07-14","2.46",,"0.00","0.0","0.0",,"90","75","  220","  220","10.1","23.9",,,"    1",,
"USW00094728","NY CITY CENTRAL PARK, NY US","2024-07-15","2.46",,"0.12","0.0","0.0",,"91","73","  260","  230","10.1","21.9","    1",,"    1",,"    1"
"USW00094728","NY CITY CENTRAL PARK, NY US","2024-07-16","3.80",,"0.00","0.0","0.0",,"94","78","  240","  200","14.1","29.1",,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2024-07-17","2.91",,"1.46","0.0","0.0",,"90","72","  240","  290","14.1","23.9","    1","    1",,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2024-07-18","2.68",,"0.00","0.0","0.0",,"86","72","  300","  290","10.1","18.1","    1",,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2024-07-19","2.91",,"0.00","0.0","0.0",,"83","67","   50","   40","8.9","16.1",,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2024-07-20","2.01",,"0.00","0.0","0.0",,"83","71","  210","  220","12.1","19.9",,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2024-07-21","2.68",,"0.00","0.0","0.0",,"88","73","   60","  220","8.1","15.0",,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2024-07-22","2.68",,"0.01","0.0","0.0",,"84","71","  140","  130","8.9","19.0","    1",,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2024-07-23","4.03",,"0.11","0.0","0.0",,"81","71","   60","   90","10.1","15.0","    1",,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2024-07-24","4.25",,"0.00","0.0","0.0",,"81","73","   60","  100","10.1","17.0","    1",,,,"    1"
"USW00094728","NY CITY CENTRAL PARK, NY US","2024-07-25","2.91",,"0.00","0.0","0.0",,"83","72","  270","  260","10.1","19.9",,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2024-07-26","5.14",,"0.00","0.0","0.0",,"84","67","   30","   60","15.0","23.9",,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2024-07-27","3.58",,"0.00","0.0","0.0",,"87","69","   50","   50","8.9","16.1",,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2024-07-28","3.80",,"0.00","0.0","0.0",,"89","70","   70","  170","12.1","15.0",,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2024-07-29","2.91",,"0.05","0.0","0.0",,"84","68","   60","  130","12.1","16.1","    1",,"    1",,"    1"
"USW00094728","NY CITY CENTRAL PARK, NY US","2024-07-30","2.91",,"0.00","0.0","0.0",,"88","75","  140","  170","12.1","25.1","    1",,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2024-07-31","3.36",,"0.03","0.0","0.0",,"89","73","  300","  290","15.0","28.0",,,"    1",,
"USW00094728","NY CITY CENTRAL PARK, NY US","2024-08-01","2.01",,"0.00","0.0","0.0",,"95","76","  270","  260","8.9","16.1",,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2024-08-02","2.46",,"0.52","0.0","0.0",,"92","74","  140","  190","12.1","23.9","    1","    1","    1",,"    1"
"USW00094728","NY CITY CENTRAL PARK, NY US","2024-08-03","4.03",,"0.73","0.0","0.0",,"93","73","  230","  200","14.1","21.9","    1","    1","    1",,"    1"
"USW00094728","NY CITY CENTRAL PARK, NY US","2024-08-04","3.13",,"0.17","0.0","0.0",,"83","71","  240","  220","8.9","17.0","    1",,"    1",,
"USW00094728","NY CITY CENTRAL PARK, NY US","2024-08-05","2.68",,"0.00","0.0","0.0",,"90","73","  170","  120","8.1","19.0",,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2024-08-06","3.36",,"2.08","0.0","0.0",,"90","72","   50","  260","12.1","19.0","    1",,"    1",,
"USW00094728","NY CITY CENTRAL PARK, NY US","2024-08-07","8.28",,"0.13","0.0","0.0",,"72","64","   50","   40","16.1","28.0","    1",,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2024-08-08","7.16",,"0.36","0.0","0.0",,"70","65","   60","  100","13.0","21.9","    1",,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2024-08-09","6.04",,"0.11","0.0","0.0",,"80","70","  160","  200","15.0","32.0","    1",,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2024-08-10","4.47",,"0.00","0.0","0.0",,"85","73","  270","  270","12.1","19.9","    1",,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2024-08-11","2.91",,"0.00","0.0","0.0",,"80","69","  300","  300","12.1","19.9",,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2024-08-12","3.36",,"0.00","0.0","0.0",,"81","66","  350","  360","13.0","21.0",,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2024-08-13","3.58",,"0.00","0.0","0.0",,"81","64","  300","  300","13.0","19.9",,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2024-08-14","3.13",,"0.00","0.0","0.0",,"85","67","   90","   90","15.0","21.9",,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2024-08-15","0.89",,"0.00","0.0","0.0",,"86","68","  290","   10","8.1","13.0",,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2024-08-16","3.13",,"0.00","0.0","0.0",,"87","70","  130","  140","8.9","18.1",,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2024-08-17","3.58",,"0.04","0.0","0.0",,"79","67","  130","  120","10.1","19.9","    1",,,,"    1"
"USW00094728","NY CITY CENTRAL PARK, NY US","2024-08-18","3.13",,"2.29","0.0","0.0",,"81","69","  290","  230","13.0","25.1","    1","    1","    1",,"    1"
"USW00094728","NY CITY CENTRAL PARK, NY US","2024-08-19","2.91",,"0.25","0.0","0.0",,"84","68","  300","  300","14.1","23.9","    1",,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2024-08-20","5.82",,"0.00","0.0","0.0",,"72","61","  290","  300","13.0","21.9",,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2024-08-21","5.82",,"0.00","0.0","0.0",,"73","57","  310","  280","13.0","23.9",,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2024-08-22","3.36",,"0.00","0.0","0.0",,"76","59","  300","  280","13.0","19.0",,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2024-08-23","2.68",,"0.00","0.0","0.0",,"80","62","  280","  280","12.1","19.0",,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2024-08-24","1.34",,"0.00","0.0","0.0",,"83","65","  220","  220","8.1","14.1",,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2024-08-25","2.68",,"0.00","0.0","0.0",,"85","68","  230","  230","10.1","16.1",,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2024-08-26","2.24",,"0.04","0.0","0.0",,"85","69","   50","   40","12.1","16.1","    1",,"    1",,
"USW00094728","NY CITY CENTRAL PARK, NY US","2024-08-27","2.46",,"0.00","0.0","0.0",,"86","67","  230","  230","10.1","19.0",,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2024-08-28","4.92",,"0.00","0.0","0.0",,"91","74","   50","   80","14.1","21.0",,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2024-08-29","6.49",,"0.00","0.0","0.0",,"82","70","   60","   80","16.1","23.9",,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2024-08-30","5.37",,"0.30","0.0","0.0",,"74","61","   70","   60","12.1","19.9","    1",,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2024-08-31","2.01"," 1804","0.00","0.0","0.0",,"77","67","  130","  180","8.1","15.0",,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2024-09-01","2.68",,"0.00","0.0","0.0",,"81","73","  240","  280","8.9","14.1",,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2024-09-02","4.47",,"0.00","0.0","0.0",,"79","63","  330","  250","12.1","23.0",,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2024-09-03","4.03",,"0.00","0.0","0.0",,"74","58","   30","   20","14.1","21.0",,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2024-09-04","2.01",,"0.00","0.0","0.0",,"77","59","   50","   60","10.1","14.1",,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2024-09-05","4.47",,"0.00","0.0","0.0",,"77","61","   70","   50","13.0","19.0",,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2024-09-06","3.36",,"0.00","0.0","0.0",,"78","63","   60","  200","13.0","19.9",,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2024-09-07","3.36",,"0.24","0.0","0.0",,"76","59","  300","  250","12.1","23.0","    1",,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2024-09-08","4.92",,"0.00","0.0","0.0",,"69","55","  250","  240","14.1","25.1",,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2024-09-09","2.46",,"0.00","0.0","0.0",,"75","55","  250","  250","10.1","19.9",,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2024-09-10","4.25",,"0.00","0.0","0.0",,"78","62","  300","  300","8.9","15.0",,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2024-09-11","2.24",,"0.00","0.0","0.0",,"79","59","   50","   60","8.1","12.1",,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2024-09-12","1.79",,"0.00","0.0","0.0",,"80","62","  140","  120","8.9","16.1","    1",,,,"    1"
"USW00094728","NY CITY CENTRAL PARK, NY US","2024-09-13","1.34",,"0.00","0.0","0.0",,"82","63","   60","  110","6.9","14.1","    1",,,,"    1"
"USW00094728","NY CITY CENTRAL PARK, NY US","2024-09-14","2.68",,"0.00","0.0","0.0",,"83","65","   50","   40","12.1","17.0",,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2024-09-15","4.70",,"0.00","0.0","0.0",,"80","63","   50","   40","13.0","18.1",,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2024-09-16","5.14",,"0.00","0.0","0.0",,"77","60","   50","   60","12.1","17.0",,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2024-09-17","4.70",,"0.00","0.0","0.0",,"79","65","   60","  110","8.9","15.0",,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2024-09-18","6.49",,"0.00","0.0","0.0",,"75","67","   60","   70","13.0","21.9",,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2024-09-19","5.37",,"0.00","0.0","0.0",,"84","67","   60","   60","13.0","19.9",,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2024-09-20","6.71",,"0.00","0.0","0.0",,"81","67","   50","   50","17.0","21.9",,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2024-09-21","6.71",,"0.00","0.0","0.0",,"79","63","   50","   50","13.0","19.9",,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2024-09-22","6.04",,"0.00","0.0","0.0",,"74","61","   60","   50","14.1","25.9",,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2024-09-23","5.82",,"0.04","0.0","0.0",,"67","59","   60","   50","16.1","21.9","    1",,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2024-09-24","5.59",,"0.00","0.0","0.0",,"68","59","   70","   70","13.0","18.1",,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2024-09-25",,,"0.00","0.0","0.0",,"68","62",,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2024-09-26","2.01"," 1058","0.08","0.0","0.0",,"74","64","  100","  180","8.1","13.0","    1",,,,"    1"
"USW00094728","NY CITY CENTRAL PARK, NY US","2024-09-27","4.03"," 0210","0.18","0.0","0.0",,"74","63","   70","   50","14.1","23.0","    1",,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2024-09-28","8.72"," 1703","0.26","0.0","0.0",,"68","61","   60","   60","17.0","25.9","    1",,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2024-09-29","5.82"," 0258","0.78","0.0","0.0",,"63","60","   50","   80","12.1","21.9","    1",,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2024-09-30","5.14"," 1307","0.00","0.0","0.0",,"72","60","   60","   70","14.1","21.0",,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2024-10-01","6.26",,"0.00","0.0","0.0",,"69","60","   60","   60","14.1","21.9",,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2024-10-02","4.25",,"0.00","0.0","0.0",,"68","58","   60","   60","12.1","17.0",,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2024-10-03","0.89",,"0.00","0.0","0.0",,"72","62","  140","  130","6.9","13.0",,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2024-10-04","1.12",,"0.00","0.0","0.0",,"73","60","  130","  120","6.9","15.0",,,,,"    1"
"USW00094728","NY CITY CENTRAL PARK, NY US","2024-10-05","4.25",,"0.00","0.0","0.0",,"75","61","   50","   70","12.1","21.0",,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2024-10-06","2.46",,"0.00","0.0","0.0",,"71","55","  240","  240","8.9","19.9",,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2024-10-07","5.59",,"0.00","0.0","0.0",,"75","58","  300","  320","13.0","23.0",,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2024-10-08","2.91",,"0.00","0.0","0.0",,"68","53","  320","  310","12.1","18.1",,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2024-10-09","3.58",,"0.00","0.0","0.0",,"68","54","  310","  310","15.0","23.9",,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2024-10-10","6.26",,"0.00","0.0","0.0",,"62","49","  300","  300","14.1","23.9",,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2024-10-11","4.25",,"0.00","0.0","0.0",,"68","46","  230","  240","12.1","23.9",,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2024-10-12","4.92",,"0.00","0.0","0.0",,"74","56","  300","  310","15.0","28.0",,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2024-10-13","4.92",,"0.00","0.0","0.0",,"69","55","   60","   90","12.1","19.0",,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2024-10-14","6.04",,"0.00","0.0","0.0",,"66","48","  280","  280","18.1","35.1",,,,,"    1"
"USW00094728","NY CITY CENTRAL PARK, NY US","2024-10-15","5.82",,"0.00","0.0","0.0",,"57","45","  300","  270","13.0","23.9",,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2024-10-16","6.26",,"0.00","0.0","0.0",,"59","44","  300","  260","15.0","23.0",,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2024-10-17","5.14",,"0.00","0.0","0.0",,"58","43","   40","  360","14.1","21.0",,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2024-10-18","4.25",,"0.00","0.0","0.0",,"66","48","   50","   50","13.0","21.9",,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2024-10-19","1.34",,"0.00","0.0","0.0",,"71","50","  270","  340","6.0","10.1",,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2024-10-20","1.57",,"0.00","0.0","0.0",,"73","52","  250","  240","6.9","13.0",,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2024-10-21","2.68",,"0.00","0.0","0.0",,"79","57","  290","  220","8.1","12.1",,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2024-10-22","1.34",,"0.00","0.0","0.0",,"81","62","  130","  120","8.1","13.0",,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2024-10-23","2.01",,"0.00","0.0","0.0",,"75","59","  210","  200","10.1","19.9",,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2024-10-24","4.92",,"0.00","0.0","0.0",,"69","53","  350","   10","13.0","21.0",,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2024-10-25","2.91",,"0.00","0.0","0.0",,"62","46","   40","   40","12.1","21.9",,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2024-10-26","5.37",,"0.00","0.0","0.0",,"64","51","  310","  300","17.0","31.1",,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2024-10-27","2.91",,"0.00","0.0","0.0",,"57","45","  300","  280","13.0","21.0",,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2024-10-28","2.91",,"0.00","0.0","0.0",,"61","46","  130","  120","8.1","14.1",,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2024-10-29","3.13",,"0.01","0.0","0.0",,"63","52","  120","  130","13.0","23.0","    1",,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2024-10-30","3.36",,"0.00","0.0","0.0",,"76","58","  250","  260","8.9","17.0",,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2024-10-31","3.80",,"0.00","0.0","0.0",,"81","61","  210","  240","12.1","19.9",,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2024-11-01","6.26",,"0.00","0.0","0.0",,"79","57","  270","  240","16.1","32.0",,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2024-11-02","4.25",,"0.00","0.0","0.0",,"60","47","  300","  310","13.0","18.1",,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2024-11-03","5.14",,"0.00","0.0","0.0",,"54","41","   50","   60","14.1","19.9",,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2024-11-04","4.03",,"0.00","0.0","0.0",,"58","44","  140","  110","8.9","17.0",,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2024-11-05","3.36",,"0.00","0.0","0.0",,"73","54","  220","  240","12.1","21.9",,,,,"    1"
"USW00094728","NY CITY CENTRAL PARK, NY US","2024-11-06","4.03",,"0.00","0.0","0.0",,"80","64","  250","  210","12.1","21.9",,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2024-11-07","5.14",,"0.00","0.0","0.0",,"73","54","  310","  320","16.1","25.9",,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2024-11-08","5.37",,"0.00","0.0","0.0",,"69","50","  300","  310","19.9","36.9",,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2024-11-09","4.25",,"0.00","0.0","0.0",,"54","43","  300","  290","14.1","28.0",,,,,"    1"
"USW00094728","NY CITY CENTRAL PARK, NY US","2024-11-10","3.36",,"0.08","0.0","0.0",,"58","45","  250","  250","13.0","19.9","    1",,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2024-11-11","6.49",,"0.10","0.0","0.0",,"68","55","  230","  210","16.1","30.0","    1",,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2024-11-12","9.62",,"0.00","0.0","0.0",,"59","41","  300","  300","21.0","36.0",,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2024-11-13","6.26",,"0.00","0.0","0.0",,"50","37","   50","   60","16.1","23.0",,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2024-11-14","4.70",,"0.00","0.0","0.0",,"47","37","   60","   90","14.1","23.0",,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2024-11-15","4.92",,"0.00","0.0","0.0",,"58","41","  300","  300","16.1","23.9",,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2024-11-16","8.50",,"0.00","0.0","0.0",,"62","45","  300","  300","16.1","31.1",,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2024-11-17","4.70",,"0.00","0.0","0.0",,"63","44","  300","  300","13.0","21.0",,,,,"    1"
"USW00094728","NY CITY CENTRAL PARK, NY US","2024-11-18","4.25",,"0.00","0.0","0.0",,"66","49","  300","  290","16.1","28.0",,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2024-11-19","2.24",,"0.00","0.0","0.0",,"60","47","  300","  320","10.1","18.1",,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2024-11-20","2.91",,"0.00","0.0","0.0",,"60","53","  100","  100","18.1","34.0",,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2024-11-21","6.93",,"1.57","0.0","0.0",,"54","37","   50","   60","15.0","23.9","    1",,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2024-11-22","6.04",,"0.53","0.0","0.0",,"40","37","  230","  230","16.1","32.0","    1",,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2024-11-23","8.28",,"0.02","0.0","0.0",,"49","37","  290","  280","21.0","38.9","    1",,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2024-11-24","9.84",,"0.00","0.0","0.0",,"53","44","  280","  270","19.9","32.0",,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2024-11-25","3.13",,"0.00","0.0","0.0",,"54","41","  290","  260","10.1","18.1",,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2024-11-26","4.70",,"0.19","0.0","0.0",,"58","46","  310","  310","14.1","25.9","    1",,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2024-11-27","4.47",,"0.00","0.0","0.0",,"52","43","  230","  220","12.1","19.0",,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2024-11-28","5.59",,"0.86","0.0","0.0",,"49","42","  270","  300","16.1","32.0","    1",,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2024-11-29","5.82",,"0.00","0.0","0.0",,"47","34","  280","  240","15.0","23.9",,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2024-11-30","7.61",,"0.00","0.0","0.0",,"39","30","  270","  270","14.1","25.1",,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2024-12-01","7.38",,"0.00","0.0","0.0",,"38","27","  230","  230","17.0","35.1",,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2024-12-02","5.37"," 1532","0.00","0.0","0.0",,"39","29","  300","  310","13.0","21.9",,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2024-12-03","6.04"," 1945","0.00","0.0","0.0",,"42","32","  310","  300","16.1","25.9",,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2024-12-04","4.47"," 1945","0.01","0.0","0.0",,"42","30","  190","  210","16.1","32.0",,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2024-12-05","8.50"," 1357","0.09","0.0","0.0",,"40","31","  280","  280","21.0","40.0",,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2024-12-06","8.50"," 0327","0.00","0.0","0.0",,"34","30","  310","  320","18.1","36.9",,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2024-12-07","7.61"," 2140","0.00","0.0","0.0",,"41","31","  290","  230","14.1","23.9",,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2024-12-08","6.04"," 0045","0.00","0.0","0.0",,"55","38","  220","  240","15.0","27.1",,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2024-12-09","3.58"," 1448","0.18","0.0","0.0",,"51","44","   60","   70","10.1","15.0",,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2024-12-10","5.59"," 1526","0.26","0.0","0.0",,"50","44","   80","   80","12.1","18.1",,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2024-12-11","6.49"," 2341","0.85","0.0","0.0",,"60","41","  280","  260","18.1","30.0",,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2024-12-12","9.40"," 1106","0.00","0.0","0.0",,"41","29","  240","  230","23.0","38.9",,,,,
